siruta,link_harta,cod_LMI,cod_RAN,nume,judet,uat,localitate,punct,reper,categorie,tip,data_modif,bibliografie,y_field,x_field
59906,http://bit.ly/30BZ2OH,CJ-I-s-B-06957,59906.01,Situl arheologic de la Batin - La Cetăţele,Cluj,Unguraş,Batin,La Cetăţele (Între Cetăţi),"Situl arheologic se află în partea de SE a satului, la cca. 2, 5 km de centru.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 822, 94-96 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 43-44 [Repertoriu] (sursa fişei de sit)
 
",47.07486,24.06332
60115,http://bit.ly/30BHzWB,CJ-I-s-B-06958,60115.01,Cetatea de pământ de la Băbuţiu - Grecea,Cluj,Vultureni,Băbuţiu,Grecea (Şanţul Grecilor),"Punctul se află la întâlnirea limitelor localităţilor Băbuţiu, Vultureni şi Aşchileul Mare.",locuire,cetate de pământ,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 822, 97-99 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 45-46 [Repertoriu] (sursa fişei de sit)
4. Marcu, Felix; Cupcea George, 2013 [Fişă de sit] (sursa fişei de sit)
 
",46.93966,23.52688
60124,http://bit.ly/30zp4lu,CJ-I-s-A-06962,60124.01,Tumuli de la Bădeşti - La Ţiglă,Cluj,Vultureni,Bădeşti,La Tiglă,lipsa reper,descoperire funerară,tumul,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 48 [Repertoriu] (sursa fişei de sit)
3. Marcu, Felix; Cupcea, George, 2013 [Fişă de sit]
 
",46.96132,23.62942
59835,http://bit.ly/2KW3t18,lipsa cod,59835.04,Situl arheologic de la Ţaga - Baza arheologică,Cluj,Ţaga,Ţaga,Baza Arheologică (Păşune),"Situl se află în apropiere de staţia de gaz Ţaga, la ieşirea spre Târgu Mureş, pe valea Ţăjii, în dreptul Lacului Mare.",locuire civilă,aşezare fortificată,10.12.2014,"1. Gimbutas, Maria, The Civilisation of the Goddess, 1991, 232, 7/14-18 [Publicaţie]
2. Lazarovici, Gheorghe; Meşter, Mihai, Ţaga - Baza arheologică, 2002 [Fişă tehnică] (sursa fişei de sit)
3. Cronica Cercetărilor Arheologice din România. Campania 2001, CIMEC-Institutul de Memorie Culturală, Bucureşti, 2002, 319-320, 229 [Publicaţie] (sursa fişei de sit)
4. Lazarovici, Gheorghe, Cronica Cercetărilor Arheologice din România. Campania 2002, CIMEC - Institutul de Memorie Culturala, Bucureşti, 2003, 329-330, 209 [Publicaţie] (sursa fişei de sit)
5. Maxim, Zoia, Ţaga, aşezare fortificată, neolitică, 2005 [Fişă tehnică] (sursa fişei de sit)
6. Maxim, Zoia, Cronica Cercetărilor Arheologice din România, Campania 2008 - VALACHICA XXI-XXII, CIMEC - Institutul de Memorie Culturala, Bucureşti, 2009, 
7. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 412 [Repertoriu] (sursa fişei de sit)
 
",46.92833,24.07862
59675,http://bit.ly/2KUVKk1,CJ-I-s-B-06947,59675.01,Situl arheologic de la Aruncuta - Cremeniş,Cluj,Suatu,Aruncuta,Cremeniş (Cânepişte; Râtu Jii),Situl se află pe valea Colcer.,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 819, 60-62 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.,  Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 37 [Repertoriu] (sursa fişei de sit)
 
",46.73223,23.9658
59158,http://bit.ly/30BD0LU,CJ-I-s-A-06994,59158.02,Aşezarea Coţofeni de la Căprioara - Tarniţa-Lupoaia,Cluj,Recea-Cristur,Căprioara,Tarniţa-Lupoaia,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 829, 187 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 85 [Repertoriu] (sursa fişei de sit)
 
",47.11033,23.52031
59782,http://bit.ly/2KXyyBV,CJ-I-s-A-07001,59782.01,Aşezarea rurală romană de la Ceanu Mic - Valea Rozelor,Cluj,Tureni,Ceanu Mic,Valea Rozelor,"Aşezarea se află la SV de sat, lângă vechiul traseu al drumul roman dintre Potaissa şi Napoca.",locuire civilă,aşezare rurală,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 830, 199 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 93 [Repertoriu] (sursa fişei de sit)
 
",46.63559,23.70824
59639,http://bit.ly/2KYSjsF,CJ-I-s-B-07198,59639.01,Situl arheologic de la Şardu - Cremenea,Cluj,Sânpaul,Şardu,Cremenea,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 861, 599-602 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 380 [Repertoriu] (sursa fişei de sit)
 
",46.85266,23.3812
59069,http://bit.ly/2KVgrfN,CJ-I-s-A-06976,59069.02,Sistem de supraveghere şi apărare a limesului Daciei în sectorul castrului de la Bologa - Măgura Bologii,Cluj,Poieni,Bologa,"Magura Bologii (Bonciului, Rimbuşoi, Cetăţea, Horniş, Grebău)",lipsa reper,fortificaţie,turn,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 825-826, 135-141 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 63 [Repertoriu] (sursa fişei de sit)
 
",46.88888,22.8583
59158,http://bit.ly/2KVzBSO,CJ-I-s-A-06993,59158.01,Situl arheologic de la Căprioara - Sălişte,Cluj,Recea-Cristur,Căprioara,Sălişte,"Situl se află la căpătul nordic al satului, între şosea şi stâlpii de înaltă tensiune.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 209 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 829, 183-186 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 84-85 [Repertoriu] (sursa fişei de sit)
 
",47.10821,23.53304
58749,http://bit.ly/2KUVcuy,CJ-I-s-A-06961,58749.03,Aşezarea hallstattiană de la Bădeni - Apa Sărată,Cluj,Moldoveneşti,Bădeni,Apa Sărată,"Aşezarea se află în hotarul satului la locul numit ""Apa Sărată"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 823, 108 [Ordin MCC] (sursa fişei de sit)
3. Lazăr, Valeriu, Repertoriul arheologic al  județului Mureș, Casa de Editură ""Mureș"", Târgu Mureș, 1995, 48 [Repertoriu] (sursa fişei de sit)
 
",46.48733,23.76695
58151,http://bit.ly/30BCgGC,CJ-I-s-B-07080,58151.03,Situl arheologic de la Iclod - Curtea Muzeului,Cluj,Iclod,Iclod,lipsa punct,"Situl se află la 500 m de gară, vatra satului - în curtea Muzeului.",locuire,locuire,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
 
",46.98463,23.80677
58339,http://bit.ly/2KXaKxX,lipsa cod,58339.01,Aşezarea de la Gligoreşti - În spatele gării,Cluj,Luna,Gligoreşti,În spatele gării,"Aşezarea a fost descoperită în spatele gării, la cca 250 m.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 467 [Publicaţie] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 228 [Repertoriu] (sursa fişei de sit)
 
",46.44243,23.99345
58749,http://bit.ly/2KXyAd1,CJ-I-s-B-06959,58749.01,Situl arheologic de la Bădeni - Movila Dâmb,Cluj,Moldoveneşti,Bădeni,"Movila Dâmb (Halom, Movilă)","Situl este situat între grajdurile CAP şi la E de movila ""Dâmb"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 79 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 823, 100-106 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 47-48 [Repertoriu] (sursa fişei de sit)
 
",46.4905,23.73538
58749,http://bit.ly/30AIZAL,CJ-I-s-A-06960,58749.02,Aşezarea romană de la Bădeni - Dealul Pad,Cluj,Moldoveneşti,Bădeni,Dealul Pad,"Aşezarea se află pe creasta dealului ""Pad"", pe culmea apelor dintre Arieş şi Mureş.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 823, 107 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 48 [Repertoriu] (sursa fişei de sit)
 
",46.49,23.74195
58570,http://bit.ly/30CE6XA,CJ-I-s-A-06984,58570.01,Aşezarea neolitică de la Buneşti - Coasta Gherlii,Cluj,Mintiu Gherlii,Buneşti,Coasta Gherlii,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, nr.181 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, poz. 162, p. 827 [Ordin MCC] (sursa fişei de sit)
 
",47.04587,23.87872
57957,http://bit.ly/2KY26PN,CJ-I-s-B-07054,57957.01,Aşezarea de la Gârbău - Dealul Babii,Cluj,Gârbău,Gârbău,"Dealul Babii (Bobora, Babavar)",Aşezarea se află la S-SV de sat.,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 445 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 839, 311 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 227-228 [Repertoriu] (sursa fişei de sit)
 
",46.81632,23.3285
57662,http://bit.ly/2KY27mP,CJ-I-s-B-06977,57662.03,Situl arheologic de la Bonţ - Brohanci,Cluj,Fizeşu Gherlii,Bonţ,Brohanci,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 826, 142-145 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 68 [Repertoriu] (sursa fişei de sit)
 
",46.98769,23.92453
57369,http://bit.ly/30zp592,CJ-I-s-B-07010,57369.01,Aşezarea Coţofeni de la Cojocna - Hăciug,Cluj,Cojocna,Cojocna,Hăciug şi Tăbărişte (Telmeniş),"La distanţa de circa 1 km spre N de centrul comunei se înalţă dealul numit ""Felmenieş"", care are două ramnificaţii mai importante spre E şi NE. Prima este numită ""Tăbărişte"", a doua ""Hăciug"". Pe aceste ramnificaţii se află aşezările Coţofeni.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 832, 220 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 155 [Repertoriu] (sursa fişei de sit)
 
",46.76766,23.84956
57369,http://bit.ly/2KYSowt,CJ-I-s-A-07011,57369.02,Situl arheologic de la Cojocna - Ghiurbăc,Cluj,Cojocna,Cojocna,Ghiurbărc,"Situl se află la NE de sat, spre Căian.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 832, 221-223 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 155 [Repertoriu] (sursa fişei de sit)
 
",46.7595,23.85175
56997,http://bit.ly/30AIZRh,CJ-I-s-A-07006,56997.03,Situl arheologic de la Chinteni - Polog,Cluj,Chinteni,Chinteni,Polog,"Situl se află în partea de SE a dealului ""Tulgheş"".",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 254 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 831, 211-214 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 107 [Repertoriu] (sursa fişei de sit)
 
",46.85927,23.5561
56997,http://bit.ly/30BCkWS,CJ-I-s-A-07004,56997.01,Situl arheologic de la Chinteni - Dealul Tulgheş (Villa rustica de la Chinteni),Cluj,Chinteni,Chinteni,Dealul Tulgheş,"Situl se află pe dealul ""Tulgheş"", situat la hotarul dintre Cluj-Napoca şi Chinteni.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 254 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 830-831, 204-209 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 106 [Repertoriu] (sursa fişei de sit)
 
",46.83813,23.58984
56997,http://bit.ly/2KYSzb7,CJ-I-s-A-07005,56997.02,Aşezarea romană de la Chinteni - Pustafalău,Cluj,Chinteni,Chinteni,Pustafalău,"Aşezarea este situată în stânga şoselei Cluj-Jibou, la cca. 2 km S de localitate, în dreapta văii Chintăului, pe o terasă parţial acoperită de pădure.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 831, 210 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 106 [Repertoriu] (sursa fişei de sit)
 
",46.84365,23.55497
57010,http://bit.ly/2KYSqo5,CJ-I-s-B-07046,57010.02,Situl arheologic de la Feiurdeni - Viloc,Cluj,Chinteni,Feiurdeni,Viloc,"Situl se află în punctul ""Viloc"", situat la ieşirea spre Pădureni, pe o terasă a pârâului.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 416 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 837, 291-295 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 196 [Repertoriu] (sursa fişei de sit)
 
",46.88013,23.60837
56577,http://bit.ly/2KUDN56,CJ-I-s-A-06995,56577.01,Situl arheologic de la Căpuşu Mare - Cânepişte,Cluj,Căpuşu Mare,Căpuşu Mare,Cânepişte,"Situl se află la E de sat, pe un platou din stânga văii Căpuşului, delimitat spre E de pârâul Cânepiştii (Chinderău).",locuire,aşezare şi necropolă,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 829, 188-190 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 86-87 [Repertoriu] (sursa fişei de sit)
 
",46.7864,23.30155
56363,http://bit.ly/30BCpd8,CJ-I-s-A-06990,56363.03,Aşezarea rurală romană de la Căianu - La Feredeu,Cluj,Căianu,Căianu,La Feredeu,"Aşezarea se află la S de sat,pe dealul Feredeu ( sau Fegheului, Fedeu).",locuire civilă,aşezare rurală,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 829, 180 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 78 [Repertoriu] (sursa fişei de sit)
 
",46.77448,23.90958
56489,http://bit.ly/2KYSswd,CJ-I-s-A-06992,56489.01,Aşezarea eneolitică de la Călata - Vârful Glimeii,Cluj,Călăţele,Călata,Vârful Glimeii,"Aşezarea se află la aproximativ 1 km S-SE de sat, la confluenţa văilor Călata şi Vâlcăului.",locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 201 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, București, 2004, 829, 181 [Ordin MCC] (sursa fişei de sit)
4. 2010 [Imagine satelitară]
5. Radu, D; Moiş, N., Aşezarea neolitică de la Călata (jud. Timiş), ActaMN, 10, Cluj, 1973, 465-475 [Publicaţie]
6. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 81-82 [Repertoriu] (sursa fişei de sit)
 
",46.789,23.00569
56434,http://bit.ly/2KVTFEl,CJ-I-s-A-06991,56434.01,Aşezarea romană de la Călăraşi - Bogat,Cluj,Călăraşi,Călăraşi,Bogat,Aşezarea se află la NV de sat.,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, 829, 182 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 82 [Repertoriu] (sursa fişei de sit)
 
",46.49638,23.82087
56336,http://bit.ly/2KYStAh,CJ-I-s-A-06985,56336.01,Cetatea de pământ hallstattiană de la Buza - Dealul Cetăţii,Cluj,Buza,Buza,Dealul Cetăţii,între Dealul Tăpieşului şi Feldioara,locuire,cetate de pământ,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol., București, 2004, poz. 163, p. 827 [Ordin MCC] (sursa fişei de sit)
 
",46.90223,24.15533
56336,http://bit.ly/2KZ9wlU,CJ-I-s-A-06986,56336.02,Situl arheologic de la Buza - După Lab,Cluj,Buza,Buza,După Lab,lipsa reper,locuire civilă,aşezare,10.12.2014,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, poz. 164-168, p. 827-828 [Ordin MCC] (sursa fişei de sit)
3. Wittenberger, Mihai, Cronica cercetărilor arheologice din România. Campania 1983-1992, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1993, 
 
",46.91493,24.15531
